,index,pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
3394,22745,Kepler-556 b,Kepler-556,1,1,0.92,0.04,-0.04,0.0,,,,
3395,22755,Kepler-557 b,Kepler-557,1,1,1.03,0.43,-0.12,0.0,1.0,0.17,-0.12,0.0
3396,22765,Kepler-558 b,Kepler-558,1,1,0.79,,,0.0,0.88,,,0.0
3397,22775,Kepler-559 b,Kepler-559,1,1,0.98,,,0.0,0.95,,,0.0
3398,22785,Kepler-56 b,Kepler-56,1,3,4.23,0.15,-0.15,0.0,1.32,0.13,-0.13,0.0
3399,22799,Kepler-56 c,Kepler-56,1,3,4.36,0.3,-0.64,0.0,1.38,0.16,-0.32,0.0
3400,22813,Kepler-56 d,Kepler-56,1,3,4.22,,,0.0,,,,
3401,22814,Kepler-560 b,Kepler-560,2,1,0.27,0.04,-0.03,0.0,0.27,0.05,-0.04,0.0
3402,22826,Kepler-561 b,Kepler-561,1,2,0.95,0.27,-0.11,0.0,0.97,0.09,-0.09,0.0
3403,22836,Kepler-561 c,Kepler-561,1,2,0.93,,,0.0,0.94,,,0.0
3404,22846,Kepler-562 b,Kepler-562,1,1,0.88,0.39,-0.07,0.0,0.97,0.11,-0.11,0.0
3405,22856,Kepler-563 b,Kepler-563,1,1,0.82,0.23,-0.08,0.0,0.77,0.13,-0.06,0.0
3406,22866,Kepler-564 b,Kepler-564,1,1,0.99,,,0.0,0.99,,,0.0
3407,22876,Kepler-565 b,Kepler-565,1,1,,,,,,,,
3408,22884,Kepler-566 b,Kepler-566,1,1,0.75,0.03,-0.03,0.0,,,,
3409,22894,Kepler-567 b,Kepler-567,1,1,0.75,0.74,-0.74,0.0,0.75,0.16,-0.16,0.0
3410,22904,Kepler-568 b,Kepler-568,1,1,0.54,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0
3411,22914,Kepler-569 b,Kepler-569,1,1,0.91,,,0.0,1.01,,,0.0
3412,22924,Kepler-57 b,Kepler-57,1,2,0.79,0.18,-0.06,0.0,0.88,0.07,-0.1,0.0
3413,22936,Kepler-57 c,Kepler-57,1,2,0.79,0.18,-0.06,0.0,0.88,0.07,-0.1,0.0
3414,22947,Kepler-570 b,Kepler-570,1,1,0.86,0.33,-0.08,0.0,0.88,0.1,-0.07,0.0
3415,22957,Kepler-571 b,Kepler-571,1,1,0.9,0.11,-0.05,0.0,0.93,0.04,-0.04,0.0
3416,22967,Kepler-572 b,Kepler-572,1,1,0.76,0.06,-0.05,0.0,,,,
3417,22977,Kepler-573 b,Kepler-573,1,1,0.9,0.19,-0.19,0.0,1.01,0.03,-0.03,0.0
3418,22987,Kepler-574 b,Kepler-574,1,1,0.89,,,0.0,0.94,,,0.0
3419,22997,Kepler-575 b,Kepler-575,1,1,0.81,0.16,-0.11,0.0,0.74,0.1,-0.04,0.0
3420,23007,Kepler-576 b,Kepler-576,1,1,1.22,0.47,-0.24,0.0,1.01,0.17,-0.09,0.0
3421,23017,Kepler-577 b,Kepler-577,1,1,0.48,0.1,-0.1,0.0,0.5,0.1,-0.1,0.0
3422,23027,Kepler-578 b,Kepler-578,1,1,0.81,,,0.0,0.9,,,0.0
3423,23037,Kepler-579 b,Kepler-579,1,1,0.77,,,0.0,0.97,,,0.0
3424,23047,Kepler-58 b,Kepler-58,1,3,1.08,0.48,-0.13,0.0,1.02,0.2,-0.12,0.0
3425,23059,Kepler-58 c,Kepler-58,1,3,1.5,0.64,-0.24,0.0,1.33,0.2,-0.13,0.0
3426,23071,Kepler-58 d,Kepler-58,1,3,1.08,0.35,-0.15,0.0,1.02,0.17,-0.12,0.0
3427,23082,Kepler-580 b,Kepler-580,1,1,0.56,0.07,-0.07,0.0,0.58,0.07,-0.07,0.0
3428,23092,Kepler-581 b,Kepler-581,1,1,1.0,0.21,-0.11,0.0,1.0,0.08,-0.07,0.0
3429,23102,Kepler-582 b,Kepler-582,1,1,0.91,0.13,-0.08,0.0,0.93,0.07,-0.07,0.0
3430,23112,Kepler-583 b,Kepler-583,1,1,1.15,0.46,-0.19,0.0,1.03,0.2,-0.1,0.0
3431,23122,Kepler-584 b,Kepler-584,1,1,1.14,0.42,-0.42,0.0,1.2,0.11,-0.11,0.0
3432,23132,Kepler-585 b,Kepler-585,1,1,1.17,0.45,-0.2,0.0,0.99,0.16,-0.1,0.0
3433,23142,Kepler-586 b,Kepler-586,1,1,0.9,0.07,-0.06,0.0,,,,
3434,23152,Kepler-587 b,Kepler-587,1,1,0.85,0.35,-0.35,0.0,0.96,0.07,-0.07,0.0
3435,23162,Kepler-588 b,Kepler-588,1,1,0.99,0.4,-0.09,0.0,1.05,0.18,-0.13,0.0
3436,23172,Kepler-589 b,Kepler-589,1,1,0.81,,,0.0,0.9,,,0.0
3437,23182,Kepler-59 b,Kepler-59,1,2,1.01,0.31,-0.11,0.0,1.07,0.14,-0.14,0.0
3438,23192,Kepler-59 c,Kepler-59,1,2,0.94,,,0.0,1.04,,,0.0
3439,23202,Kepler-590 b,Kepler-590,1,1,1.01,0.45,-0.1,0.0,1.05,0.2,-0.13,0.0
3440,23212,Kepler-591 b,Kepler-591,1,1,0.94,0.38,-0.08,0.0,1.04,0.14,-0.13,0.0
3441,23222,Kepler-592 b,Kepler-592,1,1,0.97,0.29,-0.09,0.0,1.04,0.12,-0.12,0.0
3442,23232,Kepler-593 b,Kepler-593,1,1,1.02,0.08,-0.07,0.0,,,,
3443,23242,Kepler-594 b,Kepler-594,1,1,0.83,0.31,-0.07,0.0,0.92,0.08,-0.09,0.0
3444,23252,Kepler-595 b,Kepler-595,1,2,0.89,0.05,-0.08,0.0,0.82,0.05,-0.03,0.0
3445,23262,Kepler-595 c,Kepler-595,1,2,0.82,0.24,-0.24,0.0,0.93,0.06,-0.06,0.0
3446,23265,Kepler-596 b,Kepler-596,1,1,1.29,,,0.0,1.15,,,0.0
3447,23275,Kepler-597 b,Kepler-597,1,1,0.89,0.42,-0.42,0.0,1.0,0.09,-0.09,0.0
3448,23285,Kepler-598 b,Kepler-598,1,2,0.86,0.06,-0.04,0.0,0.87,0.04,-0.04,0.0
3449,23294,Kepler-598 c,Kepler-598,1,2,0.9,0.04,-0.04,0.0,0.85,0.02,-0.02,0.0
3450,23302,Kepler-599 b,Kepler-599,1,1,0.69,0.05,-0.05,0.0,,,,
3451,23312,Kepler-6 b,Kepler-6,1,1,1.08,0.05,-0.05,0.0,1.14,0.03,-0.03,0.0
3452,23326,Kepler-60 b,Kepler-60,1,3,1.45,0.8,-0.37,0.0,1.1,0.3,-0.15,0.0
3453,23339,Kepler-60 c,Kepler-60,1,3,1.47,,,0.0,1.07,,,0.0
3454,23353,Kepler-60 d,Kepler-60,1,3,1.45,0.8,-0.37,0.0,1.1,0.3,-0.15,0.0
3455,23365,Kepler-600 b,Kepler-600,1,1,0.78,0.17,-0.06,0.0,0.88,0.07,-0.1,0.0
3456,23375,Kepler-601 b,Kepler-601,1,1,0.77,0.03,-0.03,0.0,,,,
3457,23385,Kepler-602 b,Kepler-602,1,1,0.99,0.44,-0.09,0.0,1.06,0.2,-0.13,0.0
3458,23395,Kepler-603 b,Kepler-603,1,3,1.54,,,0.0,1.05,,,0.0
3459,23405,Kepler-603 c,Kepler-603,1,3,0.91,0.38,-0.08,0.0,0.98,0.12,-0.12,0.0
3460,23415,Kepler-603 d,Kepler-603,1,3,1.25,0.2,-0.2,0.0,1.02,0.08,-0.07,0.0
3461,23424,Kepler-604 b,Kepler-604,1,1,1.11,,,0.0,1.04,,,0.0
3462,23434,Kepler-605 b,Kepler-605,1,2,0.82,0.24,-0.06,0.0,0.92,0.07,-0.09,0.0
3463,23444,Kepler-605 c,Kepler-605,1,2,0.77,0.13,-0.13,0.0,0.87,0.03,-0.03,0.0
3464,23453,Kepler-606 b,Kepler-606,1,1,1.25,,,0.0,1.09,,,0.0
3465,23463,Kepler-607 b,Kepler-607,1,1,0.8,0.05,-0.04,0.0,0.84,0.04,-0.04,0.0
3466,23472,Kepler-608 b,Kepler-608,1,1,1.11,,,0.0,0.99,,,0.0
3467,23482,Kepler-609 b,Kepler-609,1,1,0.9,0.29,-0.07,0.0,0.99,0.09,-0.12,0.0
3468,23492,Kepler-61 b,Kepler-61,1,1,0.55,0.01,-0.01,0.0,0.57,0.01,-0.01,0.0
3469,23506,Kepler-610 b,Kepler-610,1,2,0.89,0.3,-0.07,0.0,1.01,0.09,-0.12,0.0
3470,23516,Kepler-610 c,Kepler-610,1,2,0.89,0.21,-0.09,0.0,1.01,0.08,-0.13,0.0
3471,23526,Kepler-611 b,Kepler-611,1,1,0.98,0.43,-0.08,0.0,1.09,0.2,-0.14,0.0
3472,23536,Kepler-612 b,Kepler-612,1,1,0.82,0.28,-0.28,0.0,0.93,0.04,-0.04,0.0
3473,23546,Kepler-613 b,Kepler-613,1,1,0.98,,,0.0,1.0,,,0.0
3474,23556,Kepler-614 b,Kepler-614,1,1,0.79,0.41,-0.08,0.0,0.73,0.16,-0.05,0.0
3475,23566,Kepler-615 b,Kepler-615,1,1,,,,,,,,
3476,23575,Kepler-616 b,Kepler-616,1,2,0.98,0.3,-0.1,0.0,1.06,0.13,-0.13,0.0
3477,23584,Kepler-616 c,Kepler-616,1,2,0.98,0.39,-0.09,0.0,1.06,0.17,-0.13,0.0
3478,23593,Kepler-617 b,Kepler-617,1,1,0.5,0.03,-0.03,0.0,0.52,0.04,-0.04,0.0
3479,23603,Kepler-618 b,Kepler-618,1,1,1.01,0.43,-0.43,0.0,1.05,0.11,-0.11,0.0
3480,23613,Kepler-619 b,Kepler-619,1,2,0.94,,,0.0,1.04,,,0.0
3481,23623,Kepler-619 c,Kepler-619,1,2,0.96,0.3,-0.1,0.0,1.04,0.14,-0.14,0.0
3482,23632,Kepler-62 b,Kepler-62,1,5,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0
3483,23643,Kepler-62 c,Kepler-62,1,5,0.65,0.03,-0.04,0.0,0.64,0.04,-0.02,0.0
3484,23652,Kepler-62 d,Kepler-62,1,5,0.66,0.04,-0.03,0.0,0.73,0.03,-0.06,0.0
3485,23663,Kepler-62 e,Kepler-62,1,5,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0
3486,23675,Kepler-62 f,Kepler-62,1,5,0.65,0.03,-0.04,0.0,0.64,0.04,-0.02,0.0
3487,23685,Kepler-620 b,Kepler-620,1,1,1.31,,,0.0,1.16,,,0.0
3488,23695,Kepler-621 b,Kepler-621,1,1,,,,,,,,
3489,23704,Kepler-622 b,Kepler-622,1,1,0.69,0.03,-0.03,0.0,,,,
3490,23714,Kepler-623 b,Kepler-623,1,1,0.78,0.06,-0.06,0.0,,,,
3491,23724,Kepler-624 b,Kepler-624,1,1,1.19,0.19,-0.19,0.0,1.01,0.08,-0.07,0.0
3492,23734,Kepler-625 b,Kepler-625,1,2,1.45,0.07,-0.06,0.0,1.13,0.17,-0.13,0.0
3493,23744,Kepler-625 c,Kepler-625,1,2,1.2,0.08,-0.08,0.0,1.22,0.04,-0.04,0.0
3494,23753,Kepler-626 b,Kepler-626,1,1,1.02,,,0.0,0.99,,,0.0
3495,23763,Kepler-627 b,Kepler-627,1,1,1.42,,,0.0,1.12,,,0.0
3496,23773,Kepler-628 b,Kepler-628,1,1,1.41,0.28,-0.24,0.0,1.07,0.13,-0.09,0.0
3497,23782,Kepler-629 b,Kepler-629,1,1,0.83,0.1,-0.04,0.0,0.92,0.04,-0.07,0.0
3498,23792,Kepler-63 b,Kepler-63,1,1,0.89,0.12,-0.05,0.0,0.94,0.05,-0.07,0.0
3499,23803,Kepler-630 b,Kepler-630,1,1,1.57,0.73,-0.51,0.0,0.97,0.21,-0.13,0.0
3500,23813,Kepler-631 b,Kepler-631,1,1,1.35,,,0.0,1.2,,,0.0
3501,23823,Kepler-632 b,Kepler-632,1,1,0.82,0.13,-0.13,0.0,,,,
3502,23832,Kepler-633 b,Kepler-633,1,1,1.15,0.21,-0.14,0.0,1.02,0.06,-0.06,0.0
3503,23841,Kepler-634 b,Kepler-634,1,1,1.41,,,0.0,1.19,,,0.0
3504,23851,Kepler-635 b,Kepler-635,1,1,1.96,0.1,-0.11,0.0,1.23,0.2,-0.16,0.0
3505,23861,Kepler-636 b,Kepler-636,2,1,0.8,0.02,-0.02,0.0,0.85,0.03,-0.04,0.0
3506,23871,Kepler-637 b,Kepler-637,1,1,1.47,0.87,-0.3,0.0,1.3,0.28,-0.24,0.0
3507,23881,Kepler-638 b,Kepler-638,1,1,2.15,0.17,-0.15,0.0,0.92,0.13,-0.1,0.0
3508,23891,Kepler-639 b,Kepler-639,1,1,1.19,0.19,-0.16,0.0,0.98,0.07,-0.07,0.0
3509,23901,Kepler-640 b,Kepler-640,1,1,0.94,0.14,-0.05,0.0,1.03,0.05,-0.07,0.0
3510,23911,Kepler-641 b,Kepler-641,1,1,1.2,0.2,-0.17,0.0,1.0,0.07,-0.07,0.0
3511,23921,Kepler-642 b,Kepler-642,1,1,1.16,0.79,-0.12,0.0,1.18,0.29,-0.16,0.0
3512,23931,Kepler-643 b,Kepler-643,1,1,2.71,,,0.0,,,,
3513,23942,Kepler-644 b,Kepler-644,1,1,1.58,0.53,-0.4,0.0,1.34,0.19,-0.23,0.0
