,index,pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
2806,16654,Kepler-268 b,Kepler-268,1,2,1.33,,,0.0,1.11,,,0.0
2807,16665,Kepler-268 c,Kepler-268,1,2,1.13,0.65,-0.13,0.0,1.07,0.27,-0.11,0.0
2808,16676,Kepler-269 b,Kepler-269,1,2,0.89,0.3,-0.3,0.0,1.04,0.3,-0.3,0.0
2809,16687,Kepler-269 c,Kepler-269,1,2,0.92,0.4,-0.07,0.0,1.02,0.13,-0.12,0.0
2810,16697,Kepler-27 b,Kepler-27,1,2,0.78,,,0.0,0.94,,,0.0
2811,16708,Kepler-27 c,Kepler-27,1,2,0.59,0.15,-0.15,0.0,0.65,0.16,-0.16,0.0
2812,16719,Kepler-270 b,Kepler-270,1,2,1.3,0.77,-0.24,0.0,1.16,0.28,-0.16,0.0
2813,16730,Kepler-270 c,Kepler-270,1,2,1.41,0.25,-0.25,0.0,1.16,0.1,-0.09,0.0
2814,16741,Kepler-271 b,Kepler-271,1,3,0.9,0.15,-0.08,0.0,0.82,0.07,-0.04,0.0
2815,16752,Kepler-271 c,Kepler-271,1,3,0.78,0.06,-0.08,0.0,1.0,0.18,-0.09,0.0
2816,16763,Kepler-271 d,Kepler-271,1,3,0.78,0.06,-0.08,0.0,1.0,0.18,-0.09,0.0
2817,16772,Kepler-272 b,Kepler-272,1,3,1.23,0.06,-0.05,0.0,,,,
2818,16783,Kepler-272 c,Kepler-272,1,3,1.18,,,0.0,0.97,,,0.0
2819,16795,Kepler-272 d,Kepler-272,1,3,1.0,0.11,-0.14,0.0,0.86,0.06,-0.03,0.0
2820,16806,Kepler-273 b,Kepler-273,1,2,0.81,0.46,-0.46,0.0,,,,
2821,16816,Kepler-273 c,Kepler-273,1,2,0.9,0.36,-0.36,0.0,0.92,0.06,-0.06,0.0
2822,16827,Kepler-274 b,Kepler-274,1,2,1.27,0.07,-0.07,0.0,,,,
2823,16836,Kepler-274 c,Kepler-274,1,2,1.1,0.33,-0.11,0.0,1.08,0.09,-0.07,0.0
2824,16846,Kepler-275 b,Kepler-275,1,3,1.28,0.23,-0.15,0.0,1.16,0.08,-0.06,0.0
2825,16856,Kepler-275 c,Kepler-275,1,3,1.33,0.23,-0.23,0.0,1.08,0.11,-0.08,0.0
2826,16867,Kepler-275 d,Kepler-275,1,3,1.14,0.22,-0.22,0.0,1.2,0.07,-0.07,0.0
2827,16878,Kepler-276 b,Kepler-276,1,3,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0
2828,16889,Kepler-276 c,Kepler-276,1,3,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0
2829,16900,Kepler-276 d,Kepler-276,1,3,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0
2830,16912,Kepler-277 b,Kepler-277,1,2,1.77,0.08,-0.08,0.0,,,,
2831,16924,Kepler-277 c,Kepler-277,1,2,1.86,0.26,-0.45,0.0,1.18,0.14,-0.13,0.0
2832,16936,Kepler-278 b,Kepler-278,1,2,2.97,,,0.0,,,,
2833,16948,Kepler-278 c,Kepler-278,1,2,2.83,0.12,-0.12,0.0,,,,
2834,16960,Kepler-279 b,Kepler-279,1,3,1.35,,,0.0,1.42,,,0.0
2835,16971,Kepler-279 c,Kepler-279,1,3,1.35,,,0.0,1.42,,,0.0
2836,16982,Kepler-279 d,Kepler-279,1,3,1.35,,,0.0,1.42,,,0.0
2837,16992,Kepler-28 b,Kepler-28,1,2,0.57,0.09,-0.09,0.0,0.59,0.1,-0.1,0.0
2838,17004,Kepler-28 c,Kepler-28,1,2,0.64,0.02,-0.02,0.0,0.66,0.02,-0.02,0.0
2839,17016,Kepler-280 b,Kepler-280,1,2,0.86,0.38,-0.07,0.0,0.93,0.1,-0.1,0.0
2840,17027,Kepler-280 c,Kepler-280,1,2,1.04,,,0.0,0.95,,,0.0
2841,17038,Kepler-281 b,Kepler-281,1,2,0.88,0.33,-0.07,0.0,0.98,0.09,-0.11,0.0
2842,17049,Kepler-281 c,Kepler-281,1,2,0.88,0.33,-0.07,0.0,0.98,0.09,-0.11,0.0
2843,17060,Kepler-282 b,Kepler-282,1,4,0.9,0.21,-0.21,0.0,,,,
2844,17070,Kepler-282 c,Kepler-282,1,4,0.89,0.36,-0.07,0.0,0.97,0.1,-0.12,0.0
2845,17080,Kepler-282 d,Kepler-282,1,4,0.89,0.36,-0.07,0.0,0.97,0.1,-0.12,0.0
2846,17091,Kepler-282 e,Kepler-282,1,4,1.1,,,0.0,1.06,,,0.0
2847,17102,Kepler-283 b,Kepler-283,1,2,0.72,0.11,-0.11,0.0,0.76,0.12,-0.12,0.0
2848,17115,Kepler-283 c,Kepler-283,1,2,0.63,0.04,-0.04,0.0,0.66,0.07,-0.07,0.0
2849,17127,Kepler-284 b,Kepler-284,1,2,0.82,0.24,-0.24,0.0,0.92,0.04,-0.04,0.0
2850,17138,Kepler-284 c,Kepler-284,1,2,0.83,0.29,-0.07,0.0,0.91,0.09,-0.09,0.0
2851,17149,Kepler-285 b,Kepler-285,1,2,0.8,0.26,-0.06,0.0,0.9,0.07,-0.09,0.0
2852,17159,Kepler-285 c,Kepler-285,1,2,0.81,0.06,-0.06,0.0,0.85,0.05,-0.06,0.0
2853,17169,Kepler-286 b,Kepler-286,1,4,0.83,0.09,-0.07,0.0,0.8,0.06,-0.04,0.0
2854,17179,Kepler-286 c,Kepler-286,1,4,0.93,,,0.0,0.99,,,0.0
2855,17189,Kepler-286 d,Kepler-286,1,4,0.91,0.39,-0.07,0.0,1.0,0.12,-0.12,0.0
2856,17199,Kepler-286 e,Kepler-286,1,4,0.93,,,0.0,0.99,,,0.0
2857,17210,Kepler-287 b,Kepler-287,1,2,1.01,0.38,-0.13,0.0,0.95,0.14,-0.09,0.0
2858,17221,Kepler-287 c,Kepler-287,1,2,0.95,,,0.0,0.96,,,0.0
2859,17231,Kepler-288 b,Kepler-288,1,3,1.52,0.24,-0.35,0.0,1.04,0.09,-0.08,0.0
2860,17241,Kepler-288 c,Kepler-288,1,3,1.52,0.24,-0.35,0.0,1.04,0.09,-0.08,0.0
2861,17252,Kepler-288 d,Kepler-288,1,3,1.15,0.3,-0.3,0.0,1.08,0.3,-0.3,0.0
2862,17262,Kepler-289 b,Kepler-289,1,3,1.11,0.17,-0.14,0.0,1.0,0.08,-0.07,0.0
2863,17274,Kepler-289 c,Kepler-289,1,3,1.46,0.27,-0.15,0.0,1.35,0.11,-0.07,0.0
2864,17286,Kepler-289 d,Kepler-289,1,3,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0
2865,17287,Kepler-29 b,Kepler-29,1,2,0.75,0.04,-0.04,0.0,,,,
2866,17299,Kepler-29 c,Kepler-29,1,2,0.82,,,0.0,0.93,,,0.0
2867,17311,Kepler-290 b,Kepler-290,1,2,0.7,0.14,-0.14,0.0,0.8,0.03,-0.03,0.0
2868,17322,Kepler-290 c,Kepler-290,1,2,0.71,,,0.0,0.8,,,0.0
2869,17333,Kepler-291 b,Kepler-291,1,2,1.23,0.1,-0.09,0.0,,,,
2870,17343,Kepler-291 c,Kepler-291,1,2,0.99,0.39,-0.09,0.0,1.09,0.19,-0.15,0.0
2871,17353,Kepler-292 b,Kepler-292,1,5,0.81,0.03,-0.03,0.0,0.85,0.04,-0.05,0.0
2872,17363,Kepler-292 c,Kepler-292,1,5,0.92,0.35,-0.09,0.0,0.92,0.09,-0.07,0.0
2873,17373,Kepler-292 d,Kepler-292,1,5,0.92,0.35,-0.09,0.0,0.92,0.09,-0.07,0.0
2874,17384,Kepler-292 e,Kepler-292,1,5,0.81,0.06,-0.05,0.0,0.82,0.05,-0.04,0.0
2875,17395,Kepler-292 f,Kepler-292,1,5,0.92,0.35,-0.09,0.0,0.92,0.09,-0.07,0.0
2876,17406,Kepler-293 b,Kepler-293,1,2,0.94,0.37,-0.08,0.0,1.04,0.14,-0.12,0.0
2877,17417,Kepler-293 c,Kepler-293,1,2,0.94,0.37,-0.08,0.0,1.04,0.14,-0.12,0.0
2878,17428,Kepler-294 b,Kepler-294,1,2,0.89,0.42,-0.42,0.0,0.99,0.1,-0.1,0.0
2879,17438,Kepler-294 c,Kepler-294,1,2,0.94,0.39,-0.08,0.0,1.03,0.15,-0.13,0.0
2880,17449,Kepler-295 b,Kepler-295,1,3,0.89,0.39,-0.11,0.0,0.8,0.14,-0.06,0.0
2881,17459,Kepler-295 c,Kepler-295,1,3,0.89,0.39,-0.11,0.0,0.8,0.14,-0.06,0.0
2882,17470,Kepler-295 d,Kepler-295,1,3,0.89,0.2,-0.12,0.0,0.8,0.12,-0.06,0.0
2883,17481,Kepler-296 b,Kepler-296,2,5,0.5,0.02,-0.02,0.0,0.52,0.03,-0.03,0.0
2884,17495,Kepler-296 c,Kepler-296,2,5,0.38,0.05,-0.06,0.0,0.39,0.06,-0.07,0.0
2885,17510,Kepler-296 d,Kepler-296,2,5,0.59,0.07,-0.07,0.0,0.63,0.08,-0.08,0.0
2886,17525,Kepler-296 e,Kepler-296,2,5,0.37,0.04,-0.04,0.0,0.38,0.05,-0.05,0.0
2887,17538,Kepler-296 f,Kepler-296,2,5,0.48,0.07,-0.09,0.0,0.5,0.07,-0.09,0.0
2888,17550,Kepler-297 b,Kepler-297,1,2,0.92,0.17,-0.17,0.0,,,,
2889,17561,Kepler-297 c,Kepler-297,1,2,1.04,0.44,-0.44,0.0,1.07,0.11,-0.11,0.0
2890,17572,Kepler-298 b,Kepler-298,1,3,0.65,0.02,-0.02,0.0,0.69,0.03,-0.03,0.0
2891,17583,Kepler-298 c,Kepler-298,1,3,0.68,0.03,-0.03,0.0,,,,
2892,17593,Kepler-298 d,Kepler-298,1,3,0.69,,,0.0,0.72,,,0.0
2893,17604,Kepler-299 b,Kepler-299,1,4,1.0,,,0.0,1.0,,,0.0
2894,17614,Kepler-299 c,Kepler-299,1,4,1.0,0.14,-0.12,0.0,0.9,0.07,-0.05,0.0
2895,17624,Kepler-299 d,Kepler-299,1,4,1.0,,,0.0,1.0,,,0.0
2896,17634,Kepler-299 e,Kepler-299,1,4,0.9,0.34,-0.34,0.0,1.0,0.07,-0.07,0.0
2897,17645,Kepler-30 b,Kepler-30,1,3,0.95,0.12,-0.12,0.0,0.99,0.08,-0.08,0.0
2898,17655,Kepler-30 c,Kepler-30,1,3,0.94,0.09,-0.09,0.0,0.97,0.04,-0.04,0.0
2899,17668,Kepler-30 d,Kepler-30,1,3,0.87,0.09,-0.03,0.0,0.99,0.03,-0.08,0.0
2900,17679,Kepler-300 b,Kepler-300,1,2,1.1,0.27,-0.12,0.0,1.07,0.09,-0.07,0.0
2901,17690,Kepler-300 c,Kepler-300,1,2,1.42,,,0.0,1.07,,,0.0
2902,17701,Kepler-301 b,Kepler-301,1,3,0.9,0.48,-0.48,0.0,,,,
2903,17711,Kepler-301 c,Kepler-301,1,3,0.9,0.48,-0.48,0.0,,,,
2904,17721,Kepler-301 d,Kepler-301,1,3,0.88,0.25,-0.08,0.0,0.94,0.11,-0.11,0.0
2905,17732,Kepler-302 b,Kepler-302,1,2,0.92,0.39,-0.39,0.0,1.02,0.09,-0.09,0.0
2906,17743,Kepler-302 c,Kepler-302,1,2,0.88,0.36,-0.07,0.0,0.97,0.1,-0.12,0.0
2907,17754,Kepler-303 b,Kepler-303,1,2,0.51,0.02,-0.02,0.0,0.52,0.02,-0.02,0.0
2908,17768,Kepler-303 c,Kepler-303,1,2,0.49,0.03,-0.04,0.0,0.51,0.03,-0.03,0.0
2909,17781,Kepler-304 b,Kepler-304,1,4,0.69,0.04,-0.04,0.0,,,,
2910,17792,Kepler-304 c,Kepler-304,1,4,0.89,1.84,-0.1,0.0,0.83,0.21,-0.04,0.0
2911,17803,Kepler-304 d,Kepler-304,1,4,0.71,,,0.0,0.75,,,0.0
2912,17814,Kepler-304 e,Kepler-304,1,4,0.89,1.84,-0.1,0.0,0.83,0.21,-0.04,0.0
2913,17823,Kepler-305 b,Kepler-305,1,4,0.87,0.3,-0.3,0.0,0.9,0.3,-0.3,0.0
2914,17835,Kepler-305 c,Kepler-305,1,4,0.83,,,0.0,0.82,,,0.0
2915,17847,Kepler-305 d,Kepler-305,1,4,0.83,,,0.0,0.82,,,0.0
2916,17859,Kepler-305 e,Kepler-305,1,4,0.8,0.2,-0.08,0.0,0.76,0.13,-0.06,0.0
2917,17866,Kepler-306 b,Kepler-306,1,4,0.79,,,0.0,0.81,,,0.0
2918,17876,Kepler-306 c,Kepler-306,1,4,0.72,0.05,-0.03,0.0,0.77,0.04,-0.05,0.0
2919,17887,Kepler-306 d,Kepler-306,1,4,0.79,,,0.0,0.81,,,0.0
2920,17898,Kepler-306 e,Kepler-306,1,4,0.85,0.26,-0.07,0.0,0.87,0.08,-0.07,0.0
2921,17909,Kepler-307 b,Kepler-307,1,2,0.95,,,0.0,0.97,,,0.0
2922,17923,Kepler-307 c,Kepler-307,1,2,0.99,0.13,-0.09,0.0,0.95,0.06,-0.05,0.0
2923,17937,Kepler-308 b,Kepler-308,1,2,0.91,0.38,-0.08,0.0,1.0,0.12,-0.12,0.0
2924,17947,Kepler-308 c,Kepler-308,1,2,0.9,,,0.0,1.02,,,0.0
2925,17958,Kepler-309 b,Kepler-309,1,2,0.49,0.07,-0.07,0.0,0.51,0.07,-0.07,0.0
2926,17970,Kepler-309 c,Kepler-309,1,2,0.77,,,0.0,0.75,,,0.0
2927,17983,Kepler-31 b,Kepler-31,1,3,1.16,0.55,-0.14,0.0,1.19,0.24,-0.18,0.0
2928,17994,Kepler-31 c,Kepler-31,1,3,1.16,0.55,-0.14,0.0,1.19,0.24,-0.18,0.0
2929,18005,Kepler-31 d,Kepler-31,1,3,1.22,0.24,-0.24,0.0,1.21,0.17,-0.17,0.0
2930,18017,Kepler-310 b,Kepler-310,1,3,0.85,0.04,-0.04,0.0,,,,
2931,18027,Kepler-310 c,Kepler-310,1,3,0.88,0.09,-0.06,0.0,0.91,0.04,-0.05,0.0
2932,18038,Kepler-310 d,Kepler-310,1,3,0.85,0.38,-0.08,0.0,0.89,0.12,-0.09,0.0
2933,18050,Kepler-311 b,Kepler-311,1,2,1.16,0.18,-0.17,0.0,0.97,0.08,-0.06,0.0
2934,18061,Kepler-311 c,Kepler-311,1,2,1.16,0.18,-0.17,0.0,0.97,0.08,-0.06,0.0
2935,18072,Kepler-312 b,Kepler-312,1,2,1.11,0.16,-0.08,0.0,1.2,0.07,-0.13,0.0
2936,18081,Kepler-312 c,Kepler-312,1,2,1.75,0.11,-0.07,0.0,1.17,0.19,-0.12,0.0
2937,18092,Kepler-313 b,Kepler-313,1,2,,,,,,,,
2938,18102,Kepler-313 c,Kepler-313,1,2,1.48,0.23,-0.32,0.0,1.07,0.12,-0.09,0.0
2939,18112,Kepler-314 b,Kepler-314,1,2,0.89,0.1,-0.04,0.0,0.98,0.04,-0.07,0.0
2940,18122,Kepler-314 c,Kepler-314,1,2,0.94,0.07,-0.06,0.0,0.89,0.16,-0.07,0.0
2941,18133,Kepler-315 b,Kepler-315,1,2,0.86,0.37,-0.1,0.0,0.82,0.12,-0.06,0.0
2942,18143,Kepler-315 c,Kepler-315,1,2,1.0,0.14,-0.14,0.0,0.88,0.07,-0.05,0.0
2943,18152,Kepler-316 b,Kepler-316,1,2,0.55,0.06,-0.04,0.0,0.56,0.07,-0.04,0.0
2944,18163,Kepler-316 c,Kepler-316,1,2,0.7,,,0.0,0.67,,,0.0
2945,18175,Kepler-317 b,Kepler-317,1,2,0.93,,,0.0,0.92,,,0.0
2946,18186,Kepler-317 c,Kepler-317,1,2,0.94,0.43,-0.43,0.0,,,,
2947,18197,Kepler-318 b,Kepler-318,1,2,1.47,0.72,-0.38,0.0,1.11,0.26,-0.16,0.0
2948,18208,Kepler-318 c,Kepler-318,1,2,1.19,0.21,-0.21,0.0,,,,
2949,18219,Kepler-319 b,Kepler-319,1,3,1.78,0.61,-0.6,0.0,1.35,0.17,-0.3,0.0
2950,18230,Kepler-319 c,Kepler-319,1,3,1.78,0.61,-0.6,0.0,1.35,0.17,-0.3,0.0
2951,18241,Kepler-319 d,Kepler-319,1,3,0.87,,,0.0,0.99,,,0.0
2952,18252,Kepler-32 b,Kepler-32,1,5,0.57,0.02,-0.02,0.0,0.57,0.02,-0.02,0.0
2953,18268,Kepler-32 c,Kepler-32,1,5,0.53,0.04,-0.04,0.0,0.57,0.06,-0.06,0.0
2954,18284,Kepler-32 d,Kepler-32,1,5,0.5,0.06,-0.06,0.0,0.52,0.07,-0.07,0.0
2955,18300,Kepler-32 e,Kepler-32,1,5,0.53,0.04,-0.04,0.0,0.58,0.05,-0.05,0.0
2956,18315,Kepler-32 f,Kepler-32,1,5,0.5,0.06,-0.06,0.0,0.52,0.07,-0.07,0.0
2957,18328,Kepler-320 b,Kepler-320,1,2,1.53,0.66,-0.28,0.0,1.33,0.2,-0.14,0.0
2958,18336,Kepler-320 c,Kepler-320,1,2,1.41,,,0.0,1.12,,,0.0
2959,18345,Kepler-321 b,Kepler-321,1,2,0.97,0.04,-0.03,0.0,1.03,0.03,-0.03,0.0
2960,18356,Kepler-321 c,Kepler-321,1,2,1.07,0.48,-0.13,0.0,1.06,0.22,-0.13,0.0
2961,18367,Kepler-322 b,Kepler-322,1,2,0.88,0.08,-0.06,0.0,0.88,0.05,-0.05,0.0
2962,18377,Kepler-322 c,Kepler-322,1,2,0.88,0.04,-0.03,0.0,0.92,0.03,-0.03,0.0
2963,18388,Kepler-323 b,Kepler-323,1,2,1.18,0.23,-0.23,0.0,,,,
2964,18399,Kepler-323 c,Kepler-323,1,2,1.16,0.07,-0.08,0.0,1.05,0.16,-0.12,0.0
2965,18411,Kepler-324 b,Kepler-324,1,3,0.8,0.25,-0.06,0.0,0.9,0.07,-0.09,0.0
2966,18421,Kepler-324 c,Kepler-324,1,3,0.86,,,0.0,0.89,,,0.0
2967,18431,Kepler-325 b,Kepler-325,1,3,0.82,0.04,-0.04,0.0,,,,
2968,18442,Kepler-325 c,Kepler-325,1,3,1.0,0.5,-0.5,0.0,,,,
2969,18453,Kepler-325 d,Kepler-325,1,3,0.98,0.37,-0.13,0.0,0.89,0.13,-0.07,0.0
2970,18464,Kepler-326 b,Kepler-326,1,3,1.8,0.24,-0.24,0.0,0.91,0.07,-0.07,0.0
2971,18476,Kepler-326 c,Kepler-326,1,3,1.04,,,0.0,0.88,,,0.0
2972,18488,Kepler-326 d,Kepler-326,1,3,1.59,1.12,-0.75,0.0,0.93,0.19,-0.1,0.0
2973,18500,Kepler-327 b,Kepler-327,1,3,0.49,0.05,-0.05,0.0,0.5,0.05,-0.06,0.0
2974,18515,Kepler-327 c,Kepler-327,1,3,0.49,0.05,-0.05,0.0,0.5,0.05,-0.06,0.0
2975,18530,Kepler-327 d,Kepler-327,1,3,0.54,0.03,-0.03,0.0,0.58,0.06,-0.06,0.0
2976,18544,Kepler-328 b,Kepler-328,1,2,1.06,0.44,-0.11,0.0,1.15,0.22,-0.17,0.0
2977,18553,Kepler-328 c,Kepler-328,1,2,1.5,,,0.0,1.13,,,0.0
2978,18563,Kepler-329 b,Kepler-329,1,2,0.56,0.02,-0.02,0.0,0.57,0.03,-0.02,0.0
2979,18574,Kepler-329 c,Kepler-329,1,2,0.55,0.03,-0.03,0.0,0.56,0.03,-0.03,0.0
2980,18586,Kepler-33 b,Kepler-33,1,5,1.71,,,0.0,1.07,,,0.0
2981,18596,Kepler-33 c,Kepler-33,1,5,1.71,,,0.0,1.07,,,0.0
2982,18608,Kepler-33 d,Kepler-33,1,5,1.71,,,0.0,1.07,,,0.0
2983,18622,Kepler-33 e,Kepler-33,1,5,1.71,,,0.0,1.07,,,0.0
2984,18635,Kepler-33 f,Kepler-33,1,5,1.69,0.4,-0.38,0.0,1.1,0.18,-0.12,0.0
2985,18648,Kepler-330 b,Kepler-330,1,2,0.81,,,0.0,0.82,,,0.0
2986,18658,Kepler-330 c,Kepler-330,1,2,0.74,0.12,-0.06,0.0,0.82,0.07,-0.09,0.0
2987,18669,Kepler-331 b,Kepler-331,1,3,0.7,0.03,-0.03,0.0,0.74,0.03,-0.04,0.0
2988,18680,Kepler-331 c,Kepler-331,1,3,0.64,,,0.0,0.73,,,0.0
2989,18691,Kepler-331 d,Kepler-331,1,3,0.52,0.04,-0.04,0.0,0.54,0.04,-0.04,0.0
2990,18702,Kepler-332 b,Kepler-332,1,3,0.7,,,0.0,0.81,,,0.0
2991,18713,Kepler-332 c,Kepler-332,1,3,0.7,,,0.0,0.81,,,0.0
2992,18723,Kepler-332 d,Kepler-332,1,3,0.72,0.04,-0.04,0.0,,,,
2993,18733,Kepler-333 b,Kepler-333,2,2,0.53,0.05,-0.05,0.0,,,,
2994,18746,Kepler-333 c,Kepler-333,2,2,0.63,0.02,-0.02,0.0,0.66,0.03,-0.03,0.0
2995,18759,Kepler-334 b,Kepler-334,1,3,1.02,0.07,-0.04,0.0,1.07,0.14,-0.14,0.0
2996,18770,Kepler-334 c,Kepler-334,1,3,1.0,0.19,-0.08,0.0,0.96,0.06,-0.07,0.0
2997,18781,Kepler-334 d,Kepler-334,1,3,1.07,0.19,-0.19,0.0,,,,
2998,18792,Kepler-335 b,Kepler-335,1,2,0.93,0.35,-0.08,0.0,1.02,0.12,-0.12,0.0
2999,18803,Kepler-335 c,Kepler-335,1,2,0.93,0.35,-0.08,0.0,1.02,0.12,-0.12,0.0
3000,18812,Kepler-336 b,Kepler-336,1,3,0.96,0.31,-0.31,0.0,1.06,0.06,-0.06,0.0
3001,18821,Kepler-336 c,Kepler-336,1,3,,,,,,,,
3002,18831,Kepler-336 d,Kepler-336,1,3,,,,,,,,
3003,18841,Kepler-337 b,Kepler-337,1,2,1.76,0.48,-0.48,0.0,,,,
3004,18852,Kepler-337 c,Kepler-337,1,2,1.42,0.23,-0.26,0.0,0.97,0.09,-0.07,0.0
3005,18863,Kepler-338 b,Kepler-338,1,4,1.74,0.08,-0.08,0.0,,,,
3006,18876,Kepler-338 c,Kepler-338,1,4,1.9,0.13,-0.08,0.0,1.06,0.17,-0.11,0.0
3007,18888,Kepler-338 d,Kepler-338,1,4,1.9,0.13,-0.08,0.0,1.06,0.17,-0.11,0.0
3008,18900,Kepler-338 e,Kepler-338,1,4,1.74,0.08,-0.08,0.0,1.14,0.08,-0.08,0.0
3009,18911,Kepler-339 b,Kepler-339,1,3,0.83,0.27,-0.27,0.0,0.93,0.04,-0.04,0.0
3010,18922,Kepler-339 c,Kepler-339,1,3,0.77,,,0.0,0.96,,,0.0
3011,18934,Kepler-339 d,Kepler-339,1,3,0.8,0.36,-0.36,0.0,,,,
3012,18946,Kepler-34 b,Kepler-34,2,1,1.16,0.0,0.0,0.0,1.05,0.0,0.0,0.0
3013,18947,Kepler-340 b,Kepler-340,1,2,3.18,0.7,-1.11,0.0,2.05,0.36,-0.4,0.0
3014,18955,Kepler-340 c,Kepler-340,1,2,2.08,0.29,-0.23,0.0,1.65,0.1,-0.08,0.0
3015,18965,Kepler-341 b,Kepler-341,1,4,1.2,,,0.0,1.01,,,0.0
3016,18975,Kepler-341 c,Kepler-341,1,4,1.21,0.06,-0.05,0.0,,,,
3017,18986,Kepler-341 d,Kepler-341,1,4,1.02,0.52,-0.52,0.0,,,,
3018,18997,Kepler-341 e,Kepler-341,1,4,1.0,0.4,-0.11,0.0,1.0,0.15,-0.12,0.0
3019,19008,Kepler-342 b,Kepler-342,1,4,1.34,0.12,-0.08,0.0,1.26,0.05,-0.04,0.0
3020,19019,Kepler-342 c,Kepler-342,1,4,1.18,0.56,-0.15,0.0,1.2,0.23,-0.19,0.0
3021,19028,Kepler-342 d,Kepler-342,1,4,1.12,0.47,-0.47,0.0,1.19,0.11,-0.11,0.0
3022,19038,Kepler-342 e,Kepler-342,1,4,1.34,0.12,-0.08,0.0,1.26,0.05,-0.04,0.0
3023,19045,Kepler-343 b,Kepler-343,1,2,1.29,,,0.0,1.03,,,0.0
3024,19056,Kepler-343 c,Kepler-343,1,2,1.43,0.26,-0.26,0.0,,,,
3025,19066,Kepler-344 b,Kepler-344,1,2,0.94,,,0.0,0.92,,,0.0
3026,19077,Kepler-344 c,Kepler-344,1,2,0.96,0.27,-0.12,0.0,0.94,0.12,-0.1,0.0
3027,19087,Kepler-345 b,Kepler-345,1,2,0.65,0.05,-0.02,0.0,0.71,0.03,-0.04,0.0
3028,19097,Kepler-345 c,Kepler-345,1,2,0.63,0.05,-0.07,0.0,0.62,0.07,-0.05,0.0
3029,19108,Kepler-346 b,Kepler-346,1,2,0.91,,,0.0,0.98,,,0.0
3030,19119,Kepler-346 c,Kepler-346,1,2,1.0,0.43,-0.1,0.0,1.06,0.2,-0.14,0.0
3031,19130,Kepler-347 b,Kepler-347,1,2,1.45,,,0.0,1.05,,,0.0
3032,19141,Kepler-347 c,Kepler-347,1,2,1.0,0.46,-0.46,0.0,,,,
3033,19151,Kepler-348 b,Kepler-348,1,2,1.19,0.69,-0.16,0.0,1.2,0.26,-0.19,0.0
3034,19162,Kepler-348 c,Kepler-348,1,2,1.3,0.08,-0.07,0.0,1.33,0.27,-0.16,0.0
3035,19172,Kepler-349 b,Kepler-349,1,2,0.91,0.32,-0.07,0.0,1.0,0.1,-0.12,0.0
3036,19184,Kepler-349 c,Kepler-349,1,2,0.91,,,0.0,1.0,,,0.0
3037,19196,Kepler-35 b,Kepler-35,2,1,1.03,0.0,0.0,0.0,0.89,0.01,-0.01,0.0
3038,19197,Kepler-350 b,Kepler-350,1,3,1.29,,,0.0,1.33,,,0.0
3039,19207,Kepler-350 c,Kepler-350,1,3,1.36,0.32,-0.18,0.0,1.19,0.12,-0.07,0.0
3040,19219,Kepler-350 d,Kepler-350,1,3,1.29,,,0.0,1.33,,,0.0
3041,19231,Kepler-351 b,Kepler-351,1,3,0.85,0.41,-0.41,0.0,,,,
3042,19243,Kepler-351 c,Kepler-351,1,3,0.85,0.23,-0.08,0.0,0.91,0.1,-0.1,0.0
3043,19255,Kepler-351 d,Kepler-351,1,3,0.84,0.37,-0.07,0.0,0.91,0.1,-0.09,0.0
3044,19264,Kepler-352 b,Kepler-352,1,2,0.75,0.15,-0.06,0.0,0.84,0.08,-0.1,0.0
3045,19275,Kepler-352 c,Kepler-352,1,2,0.73,0.03,-0.03,0.0,,,,
3046,19286,Kepler-353 b,Kepler-353,2,2,0.54,0.03,-0.04,0.0,0.55,0.03,-0.04,0.0
3047,19299,Kepler-353 c,Kepler-353,2,2,0.52,0.1,-0.05,0.0,0.54,0.1,-0.05,0.0
3048,19313,Kepler-354 b,Kepler-354,1,3,0.7,0.02,-0.04,0.0,0.73,0.03,-0.04,0.0
3049,19324,Kepler-354 c,Kepler-354,1,3,0.71,0.06,-0.06,0.0,0.7,0.07,-0.06,0.0
3050,19333,Kepler-354 d,Kepler-354,1,3,0.71,0.05,-0.06,0.0,0.7,0.07,-0.06,0.0
3051,19344,Kepler-355 b,Kepler-355,1,2,1.07,0.17,-0.11,0.0,1.0,0.07,-0.06,0.0
3052,19354,Kepler-355 c,Kepler-355,1,2,1.25,,,0.0,1.04,,,0.0
3053,19365,Kepler-356 b,Kepler-356,1,2,1.28,0.23,-0.19,0.0,1.09,0.1,-0.07,0.0
3054,19376,Kepler-356 c,Kepler-356,1,2,1.56,0.1,-0.07,0.0,1.11,0.16,-0.14,0.0
3055,19387,Kepler-357 b,Kepler-357,1,3,0.74,,,0.0,0.79,,,0.0
3056,19397,Kepler-357 c,Kepler-357,1,3,0.82,0.24,-0.08,0.0,0.78,0.11,-0.06,0.0
3057,19408,Kepler-357 d,Kepler-357,1,3,0.82,0.24,-0.08,0.0,0.78,0.11,-0.06,0.0
