,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
447,GJ 27.1 b,GJ 27.1,1,1,M0.5 V,3542.0,,0.53,9.9980016,-44.2541679,23.6062,0.1744980465396611,-0.7723809375853847,16.65120100593798,2.9354571737671002,-16.47341114283345
448,GJ 273 b,GJ 273,1,2,M3.5,3382.0,0.29,0.29,111.852091,5.225807,5.921535,1.9521872631903168,0.0912075382237673,-2.1949040886166413,5.473215236726943,0.5393401250222216
450,GJ 3021 b,GJ 3021,2,1,G6 V,5540.0,0.9,0.9,4.0634323,-79.8514218,17.5559,0.07092027256688598,-1.393670222808777,3.0855976058145758,0.21919904724712388,-17.281222873473894
451,GJ 3082 b,GJ 3082,1,1,,,,0.47,18.6432425,-53.9407751,16.6186,0.3253859648727389,-0.9414441265727737,9.268770184530307,3.127075411781546,-13.434625584488511
452,GJ 3138 b,GJ 3138,1,3,M0,3717.0,0.5,0.68,32.2977385,-16.3392495,28.4712,0.5637018777731346,-0.28517370107983725,23.094251992255344,14.598304258748234,-8.009635892300167
455,GJ 317 b,GJ 317,1,2,M2.5 V,3510.0,,0.42,130.2445254,-23.452809,15.1968,2.2731958009273843,-0.40932873589135876,-9.00683338025469,10.641362953411228,-6.048229261039708
463,GJ 328 b,GJ 328,1,1,M1,3900.0,,0.69,133.7819507,1.5420011,20.5266,2.334935519455733,0.026912996264374333,-14.197535005540846,14.814391636010434,0.552365622885985
464,GJ 3293 b,GJ 3293,1,4,M2.5,3466.0,0.4,0.42,67.1484425,-25.1713396,20.1903,1.1719614092110926,-0.4393227531576325,7.0962382617400115,16.83885203357179,-8.58747220164888
470,GJ 3323 b,GJ 3323,1,2,M4,3159.0,0.12,0.16,75.4868824,-6.9485133,5.37484,1.3174946399457592,-0.12127443520361651,1.3370508282071283,5.165113336037841,-0.6502340611461962
472,GJ 3341 b,GJ 3341,1,1,M2.5,3526.0,0.44,0.47,78.9471415,-31.2948458,23.619,1.377887554212855,-0.5461980981139188,3.869291096563944,19.808195054157295,-12.268706374614622
473,GJ 338 B b,GJ 338 B,2,1,M0.0 V,4005.0,0.58,0.64,138.5916722,52.6835211,6.33256,2.418880995734693,0.9195009047389048,-2.8792372740033723,2.539132969868166,5.036279642247648
474,GJ 3470 b,GJ 3470,1,1,,3600.0,0.55,0.54,119.7735021,15.391209,29.4214,2.0904419682893427,0.2686272729125839,-14.08589469335714,24.62175575647767,7.808680561785836
483,GJ 3473 b,GJ 3473,2,2,,3332.0,0.35,,120.5936065,3.3371629,27.3644,2.104755490279435,0.05824448028040228,-13.90336812089323,23.51530001026134,1.5929242550520106
486,GJ 3512 b,GJ 3512,1,1,M5.5 V,3081.0,0.14,0.12,130.3316616,59.4918364,9.48637,2.274716614515061,1.0383284232378103,-3.1168790101646824,3.6711830381135164,8.173046929607247
487,GJ 357 b,GJ 357,1,3,,3505.0,0.36,,144.0074644,-21.6650634,9.44181,2.5134044012285206,-0.3781266889833173,-7.099650614767135,5.156785070810828,-3.485728755626178
491,GJ 3634 b,GJ 3634,1,1,M2.5,,0.43,0.45,164.6433493,-31.1443383,20.3779,2.8735685367961015,-0.5435712466899735,-16.818069740718627,4.61878129989983,-10.539364208054492
492,GJ 3779 b,GJ 3779,1,1,M4.0 V,3324.0,0.28,0.27,200.7335358,24.4639425,13.743,3.5034611188799096,0.4269763446435729,-11.699049439667386,-4.428529433005292,5.691258056811696
493,GJ 393 b,GJ 393,1,1,M2.0 V,3579.0,0.43,0.43,157.2288672,0.8378485,7.03149,2.744161411820918,0.01462321495789571,-6.482750352407308,2.7212547978512585,0.10281932519927119
494,GJ 3942 b,GJ 3942,1,1,M0,3867.0,0.61,0.63,242.2645452,52.9441443,16.9287,4.228313974586624,0.9240496376859885,-4.747498167932254,-9.029071640188704,13.50992265528637
495,GJ 3998 b,GJ 3998,1,2,M1,3722.0,0.49,0.5,259.0020507,11.0561751,18.1459,4.520438554132284,0.19296665817201333,-3.397511818086023,-17.482023654834556,3.479863386366043
497,GJ 411 b,GJ 411,1,2,M1.5 V,3601.0,0.39,0.39,165.834471,35.972317,5.675773,2.8943575322530535,0.627835371221129,-4.453735295261516,1.1241176406393492,3.3339167052093917
500,GJ 414 A b,GJ 414 A,2,2,,4205.93,0.67,0.69,167.7745044,30.4451688,11.8893,2.9282175026817137,0.531368436885451,-10.017487069952912,2.170523794143835,6.024469582658849
504,GJ 422 b,GJ 422,1,1,,,,0.35,168.9810458,-57.5425629,12.6631,2.9492756226733357,-1.0043071826409367,-6.67065310218352,1.2989338784033582,-10.685001618149872
506,GJ 4276 b,GJ 4276,1,1,M4.0,3387.0,0.41,0.41,336.3221454,59.412503,21.3362,5.869928784601101,1.0369437942010087,9.943036227571056,-4.360104904104159,18.367333672648744
507,GJ 433 b,GJ 433,1,3,,3461.0,0.5,0.59,173.8619194,-32.5436302,9.06456,3.034462937367004,-0.5679934975414608,-7.597454793152248,0.8170412365727673,-4.876204700107205
514,GJ 436 b,GJ 436,1,1,,3350.0,,0.44,175.5505363,26.7030669,9.75321,3.063934862076824,0.4660564377853154,-8.686744474163058,0.6759527680585969,4.382768942124544
533,GJ 480 b,GJ 480,1,1,M3.5 Ve,,,0.45,189.7134226,11.6950708,14.2358,3.3111238595974215,0.20411749171384724,-13.740420290828949,-2.3520061855295604,2.8856400978997274
534,GJ 486 b,GJ 486,1,1,M3.5 V,3340.0,0.33,0.32,191.981531,9.7494181,8.07426,3.3507098189695617,0.17015944599852978,-7.784288923958335,-1.6519792752490703,1.3672911065633242
536,GJ 504 b,GJ 504,1,1,G0 V,6234.0,,1.22,199.192348,9.4249781,17.5299,3.476562317378342,0.16449689977335938,-16.332106943905966,-5.684995785666353,2.8706270568944263
537,GJ 536 b,GJ 536,1,1,M1 V,3685.0,0.5,0.52,210.2597264,-2.6522901,10.4092,3.669724510022444,-0.046291194963049655,-8.981314705870776,-5.239791314613953,-0.4816822328107563
539,GJ 581 b,GJ 581,1,3,,,,,229.8564725,-7.7226935,6.2981,4.0117522521448015,-0.1347864286973647,-4.023586010191715,-4.770801205697625,-0.8463303635718183
554,GJ 625 b,GJ 625,1,1,M2,3499.0,0.31,0.3,246.3557854,54.3033625,6.47249,4.299719586566575,0.9477724705290193,-1.5146508531675216,-3.459619153982785,5.256424155497188
555,GJ 649 b,GJ 649,1,1,M1.5,3700.0,,0.54,254.5363221,25.7419719,10.3796,4.442496886561807,0.4492821656108605,-2.4928383513184658,-9.011063536621222,4.508058013509951
557,GJ 667 C b,GJ 667 C,3,5,,,,,259.7510609,-34.9977651,7.24396,4.533511248253306,-0.6108262318345625,-1.0558207461676583,-5.839382694301286,-4.154733298667511
568,GJ 674 b,GJ 674,1,1,M2.5,3600.0,,0.35,262.1700476,-46.8989826,4.54896,4.575730530730257,-0.8185416622055307,-0.4234469188188874,-3.0792651309875425,-3.3214237973536385
569,GJ 676 A b,GJ 676 A,2,4,,,,,262.5448903,-51.6377777,16.0272,4.582272770022324,-0.9012492392779047,-1.2906138705383479,-9.862892336983535,-12.566973001731384
578,GJ 682 b,GJ 682,1,2,M3.5 V,3028.0,,0.27,264.2610245,-44.3232519,5.00671,4.612224962218402,-0.7735866808458325,-0.3581725328610962,-3.563893595205202,-3.498216674658562
580,GJ 685 b,GJ 685,1,1,M0.5,3816.0,0.54,0.55,263.8960378,61.6793482,14.3155,4.605854742577413,1.076507706574038,-0.7221437505914418,-6.752849556309056,12.602026484789592
581,GJ 687 b,GJ 687,1,2,,3340.0,0.43,0.45,264.1041731,68.3336741,4.54939,4.60948738885204,1.1926476030297728,-0.17253252296511612,-1.6707528318070342,4.227974322962247
586,GJ 720 A b,GJ 720 A,2,1,M0.5 V,3837.0,0.56,0.57,278.8294172,45.7456038,15.5575,4.866491381556909,0.7984114046228296,1.6664342355134778,-10.728074631818862,11.143034500657045
587,GJ 740 b,GJ 740,1,1,M1.0 V,3913.0,0.56,0.58,284.4997178,5.902867,11.1017,4.965456796604718,0.10302446445732011,2.7648524521244746,-10.691108409852571,1.1417244749767181
588,GJ 832 b,GJ 832,1,2,M1.5,3657.0,0.48,0.45,323.3912616,-49.0125169,4.96435,5.644242287098305,-0.8554297945943644,2.613748286271206,-1.94175935611279,-3.7473539226316444
592,GJ 849 b,GJ 849,1,2,M3.5 V,,,0.49,332.4229938,-4.6408317,8.80058,5.801875751146696,-0.08099779319592572,7.7751661985935225,-4.06078638014349,-0.7120483800205443
600,GJ 86 b,GJ 86,2,1,,5182.0,0.77,0.93,32.6224785,-50.8209945,10.7836,0.5693696599860609,-0.8869936831629294,5.737756973806283,3.672621196825814,-8.35918820305914
603,GJ 876 b,GJ 876,1,4,,3271.0,0.35,0.34,343.3239737,-14.2665958,4.67517,5.992133742095419,-0.24899906976119443,4.340424488016877,-1.3002104136731747,-1.152120945430322
628,GJ 887 b,GJ 887,1,2,M1 V,3688.0,0.47,0.49,346.4668274,-35.8530693,3.29,6.046986887068905,-0.6257541062306986,2.592576603497926,-0.6240103374725913,-1.9269814876439522
630,GJ 9066 b,GJ 9066,1,2,M4.5 V,,,0.15,30.0588307,13.0443172,4.471,0.5246255650145519,0.22766628381452766,3.76984749828757,2.18168665052051,1.0091254622669819
632,GJ 96 b,GJ 96,1,1,M2,3785.0,,0.6,35.5624031,47.8802075,11.9315,0.6206810240164382,0.8356672674130828,6.509693251637178,4.65402463782997,8.850120942114915
633,GJ 9827 b,GJ 9827,1,3,K5 V,4269.0,0.61,0.61,351.7717763,-1.2853435,29.661,6.139575712023956,-0.022433476094107736,29.34827881671254,-4.243909694047265,-0.6653435242593
646,GPX-1 b,GPX-1,1,1,F2,7000.0,1.56,1.68,38.3691648,56.025708,655.013,0.6696682570003116,0.9778330703609273,286.98150082796474,227.20737226429196,543.1946781222036
647,GQ Lup b,GQ Lup,1,1,,4360.0,1.94,,237.3003643,-35.6515055,151.169,4.141672673217009,-0.6222361542678673,-66.36055855357412,-103.36863877999713,-88.10940554917016
649,GSC 06214-00210 b,GSC 06214-00210,1,1,K7,4200.0,,0.9,245.4776921,-20.7193398,108.5,4.284393967341874,-0.36162069834950344,-42.12015189023918,-92.32895808708584,-38.386277538937414
653,GU Psc b,GU Psc,1,1,M3,,,0.33,18.146485,17.0650029,47.5501,0.31671591091376317,0.2978404874673806,43.19572742707874,14.157339630619571,13.95388392666379
654,Gl 378 b,Gl 378,1,1,M1,3879.0,0.56,0.56,150.5865513,48.0824515,14.9545,2.628231129408347,0.8391970911054862,-8.702719412999054,4.906422034961742,11.127747655453518
655,Gl 49 b,Gl 49,2,1,M1.5 V,3805.0,0.51,0.52,15.6687321,62.3454386,9.8528,0.27347096475792537,1.088133177169964,4.40313717610067,1.2350736706355023,8.727235752318323
656,Gl 686 b,Gl 686,1,1,M1,3663.0,0.42,0.42,264.4764878,18.5959509,8.15728,4.615985506220614,0.32456057074420275,-0.7441795096878734,-7.6954975969913315,2.6012940223014684
659,HAT-P-1 b,HAT-P-1,2,1,,5975.0,1.14,1.13,344.4453632,38.674919,158.979,6.011705681067712,0.6750046744921129,119.56983630303824,-33.28247291803654,99.34613069427922
670,HAT-P-11 b,HAT-P-11,1,2,,4778.0,0.76,0.83,297.7101763,48.0818635,37.7647,5.196022793127789,0.8391868285694846,11.731649640035661,-22.33585992381477,28.100717504668385
687,HAT-P-12 b,HAT-P-12,1,1,K4,4559.0,0.7,0.73,209.3886452,43.49331,142.751,3.6545212750302207,0.7591014620905749,-90.23244366596956,-50.819811932383814,98.25121284861969
696,HAT-P-13 b,HAT-P-13,1,2,,5653.0,,,129.8823772,47.3519076,246.81,2.266875122457214,0.826446694720126,-107.21873877043714,128.31235126293802,181.5358330188648
707,HAT-P-14 b,HAT-P-14,2,1,,6600.0,1.59,1.42,260.1161719,38.2421682,222.663,4.539883637338554,0.6674517481914733,-30.018311286008693,-172.28426545424185,137.8254128723314
716,HAT-P-15 b,HAT-P-15,1,1,G5,5568.0,1.08,1.01,66.248142,39.460602,192.516,1.1562482012287414,0.6887174297190595,59.86636246684207,136.04469065797576,122.35305899226368
720,HAT-P-16 b,HAT-P-16,3,1,,6158.0,1.24,1.22,9.5730343,42.4630961,226.637,0.1670809679413506,0.7411208375357633,164.86464993725315,27.804963009538135,153.00608158535786
726,HAT-P-17 b,HAT-P-17,1,2,,,,0.86,324.5359781,30.4881882,92.3831,5.664221359025212,0.5321192670576834,64.84045763598104,-46.18884516123802,46.87155642644833
734,HAT-P-18 b,HAT-P-18,1,1,,,,0.77,256.346376,33.0123251,161.4,4.4740882867553715,0.5761737667337663,-31.947828955589088,-131.51780541622554,87.93385629849436
740,HAT-P-19 b,HAT-P-19,1,1,,4990.0,0.82,0.84,9.5165832,34.7114025,202.078,0.16609571037997803,0.6058282616099909,163.82822601614527,27.464190029950075,115.07192842045193
743,HAT-P-2 b,HAT-P-2,1,1,,6290.0,1.51,1.31,245.1514324,41.0479601,127.774,4.278699661360305,0.7164220549722607,-40.49340171994249,-87.44101401657575,83.90797674178758
755,HAT-P-20 b,HAT-P-20,1,1,,,,0.76,111.9164295,24.3361185,71.0374,1.9533101818511114,0.4247453949805037,-24.158957556149446,60.04753459276538,29.27371786929046
761,HAT-P-21 b,HAT-P-21,1,1,G3,5588.0,1.1,0.95,171.2749348,41.0280207,277.278,2.9893115383986157,0.7160740467913886,-206.75471699605214,31.730490704350153,182.01305514589757
764,HAT-P-22 b,HAT-P-22,2,1,,5302.0,1.11,1.13,155.6814593,50.1287115,81.7647,2.7171540490945465,0.8749110654573454,-47.765584553890776,21.585599018067118,62.75330280826924
770,HAT-P-23 b,HAT-P-23,1,1,,5905.0,0.96,0.58,306.1239076,16.7621462,364.813,5.342870106690892,0.2925546408906559,205.93121844615703,-282.1548079807551,105.21179863315885
777,HAT-P-24 b,HAT-P-24,2,1,,,,,108.8251171,14.2626064,415.344,1.8993566022633832,0.24892944159601535,-129.89243087549892,381.0089337183843,102.32686433206867
783,HAT-P-25 b,HAT-P-25,1,1,G5,5500.0,0.96,1.01,48.4354731,25.1973548,300.384,0.8453584803561448,0.4397768040531973,180.33025021928222,203.36430851440963,127.88473847299801
787,HAT-P-26 b,HAT-P-26,1,1,,,,0.82,213.1565508,4.0594175,141.837,3.720283633654553,0.07085020108807692,-118.4450959109021,-77.38007926712712,10.040774684770287
791,HAT-P-27 b,HAT-P-27,2,1,,5316.0,0.86,0.92,222.7673221,5.9473626,199.173,3.888023236495729,0.10380105917997051,-145.42932753552924,-134.5150476586879,20.637261808308953
795,HAT-P-28 b,HAT-P-28,1,1,G3,5680.0,1.1,1.02,13.0009159,34.728402,401.319,0.22690878822988186,0.6061249588561838,321.37405784521985,74.2004585644823,228.62621602501727
797,HAT-P-29 b,HAT-P-29,2,1,,6086.0,1.23,1.14,33.1310921,51.7787754,313.576,0.5782466419264823,0.9037101133806439,162.46770662395517,106.03704133153009,246.3540093970622
803,HAT-P-3 b,HAT-P-3,2,1,,5190.0,0.85,0.93,206.0940142,48.028565,134.554,3.5970191164419476,0.8382565942581104,-80.81255094229645,-39.57919188522194,100.03798326591517
813,HAT-P-30 b,HAT-P-30,2,1,,6304.0,1.22,1.24,123.9498431,5.8368669,213.985,2.163332869425375,0.10187254540567461,-118.88398097085593,176.5860015451372,21.76151078905057
818,HAT-P-31 b,HAT-P-31,1,1,,,,1.22,271.5376722,26.4266061,344.05,4.739226423091074,0.46123128657261786,8.267584942768165,-307.9876139143097,153.1198197967338
823,HAT-P-32 b,HAT-P-32,2,1,,6207.0,1.19,1.09,31.0427614,46.6878512,289.205,0.5417983953410045,0.8148567241211856,169.9743053511498,102.30359970221363,210.4334598711985
832,HAT-P-33 b,HAT-P-33,2,1,,6446.0,1.64,1.38,113.1842383,33.8350214,396.11,1.9754376196968695,0.5905325259127414,-129.5341320363011,302.4555361231701,220.5554111919449
836,HAT-P-34 b,HAT-P-34,1,1,,6509.0,1.45,1.36,303.1954355,18.1047776,249.325,5.2917586264931,0.3159879794613169,129.74621397089615,-198.3074761253404,77.47916170181495
843,HAT-P-35 b,HAT-P-35,3,1,,6096.0,1.44,1.24,123.250703,4.7870288,506.965,2.1511305727476526,0.08354941394779312,-277.0010554631201,422.48551828567435,42.307367398628614
847,HAT-P-36 b,HAT-P-36,1,1,,5560.0,1.1,1.02,188.2662048,44.9153672,294.419,3.2858651439939526,0.7839210423822665,-206.3268769719463,-29.975557474525054,207.8779289729787
853,HAT-P-37 b,HAT-P-37,1,1,,,0.89,,284.2960393,51.2691212,390.594,4.961901936164195,0.8948149695440263,60.345317708502805,-236.81250734388024,304.6997732722565
856,HAT-P-38 b,HAT-P-38,1,1,,5330.0,0.92,0.89,35.3834942,32.2460441,255.206,0.617558474650317,0.5627996402882917,175.97663304309543,124.98380046299738,136.16672383751245
859,HAT-P-39 b,HAT-P-39,2,1,,6430.0,1.62,1.4,113.7582526,17.8300283,697.004,1.9854560591854,0.31119269955876727,-267.32046936665273,607.2946826005009,213.4186288934249
861,HAT-P-4 b,HAT-P-4,2,1,,5860.0,1.6,1.25,229.99122,36.229545,320.451,4.0141040396786325,0.632324846749449,-166.18683269423633,-197.99213029308615,189.3934961450987
869,HAT-P-40 b,HAT-P-40,1,1,,6080.0,1.94,1.03,335.5129199,45.4573423,464.469,5.855805135235004,0.793380292341092,296.4932746018332,-135.03903499599724,331.04025299687004
872,HAT-P-41 b,HAT-P-41,2,1,,6390.0,2.05,2.56,297.3226523,4.6724124,348.185,5.189259223397292,0.0815489803910103,159.28609077529146,-308.3120082137829,28.36267091988826
877,HAT-P-42 b,HAT-P-42,1,1,,5743.0,1.53,1.18,135.3443583,6.0970828,405.238,2.3622046763339153,0.10641416962671492,-286.6329450336266,283.2080533239353,43.041723917810224
880,HAT-P-43 b,HAT-P-43,1,1,,5693.0,1.08,1.03,128.9256885,10.2065866,528.825,2.2501777547255895,0.17813854155993347,-327.00900561669266,404.895111182406,93.70666897915505
884,HAT-P-44 b,HAT-P-44,1,2,,5295.0,0.95,0.94,213.1438604,47.0147826,347.85,3.7200621443911577,0.8205627534793402,-198.58043596601695,-129.66968151361172,254.46258398378563
887,HAT-P-45 b,HAT-P-45,1,1,,5585.0,1.45,0.99,274.3732697,-3.3810594,298.64,4.788716935727394,-0.059010618735503964,22.732815437146247,-297.2521847243599,-17.612705041975754
890,HAT-P-46 b,HAT-P-46,1,1,,7587.0,1.4,1.76,270.4441831,-2.97098,290.736,4.720141437961405,-0.05185338301090113,2.2508665003639607,-290.33650105172507,-15.068890239137255
892,HAT-P-49 b,HAT-P-49,1,1,,6820.0,1.83,1.54,305.4413294,26.6926759,350.351,5.330956869698555,0.4658750806227407,181.50692969704596,-255.01528988463716,157.37934933785337
895,HAT-P-5 b,HAT-P-5,1,1,,5960.0,1.12,1.04,274.4055335,36.6214617,303.336,4.789280045266599,0.6391650835579998,18.701126177703117,-242.73635064746344,180.94767434271523
900,HAT-P-50 b,HAT-P-50,1,1,,6280.0,1.7,1.27,118.0634379,12.1393474,515.458,2.0605957175788596,0.2118715811734131,-237.0741814317178,444.6832162068064,108.39566175106617
902,HAT-P-51 b,HAT-P-51,1,1,,5449.0,1.04,0.98,21.0651251,32.8107,440.089,0.36765579033949974,0.5726547448841034,345.1614547440605,132.94540230867287,238.4689038112705
904,HAT-P-52 b,HAT-P-52,1,1,,5032.08,0.86,0.84,42.7217412,29.0222492,361.155,0.7456350461249133,0.5065338048742903,232.00861492787095,214.25444642723136,175.2140656751379
907,HAT-P-53 b,HAT-P-53,1,1,,5956.0,1.21,1.09,21.8711012,38.9681137,666.802,0.3817227269768828,0.6801218873565099,481.12112673056873,193.1276269496416,419.34363990205946
909,HAT-P-54 b,HAT-P-54,1,1,,4390.0,0.62,0.65,99.8979924,25.4824005,143.651,1.7435488835122723,0.4447517900368493,-22.290648135499957,127.74608303796253,61.803519925302936
911,HAT-P-55 b,HAT-P-55,1,1,,5808.0,1.01,1.01,264.2735096,25.7311468,511.388,4.6124428683208425,0.44909323197400286,-45.966492527966714,-458.38035123950596,222.01851658414327
913,HAT-P-56 b,HAT-P-56,1,1,,6566.0,1.43,1.3,100.8480137,27.2521823,320.639,1.760129883161349,0.4756403094887211,-53.64728388702704,279.95413390741777,146.8230913742532
921,HAT-P-57 b,HAT-P-57,3,1,,6330.0,1.85,2.77,274.743418,10.5971968,279.86,4.795177242283055,0.18495597564180705,22.74795232722725,-274.1446352700796,51.46716640299165
923,HAT-P-58 b,HAT-P-58,1,1,,6078.0,1.53,1.03,68.8465093,56.8682691,515.59,1.2015982657898965,0.9925385357051524,101.6938983651624,262.81508866158094,431.76339389427324
924,HAT-P-59 b,HAT-P-59,1,1,,5678.0,1.1,1.01,292.4588212,62.5291892,265.471,5.104369356441394,1.091340230142479,46.78242701835418,-113.17275968579504,235.53807086832833
926,HAT-P-6 b,HAT-P-6,1,1,,,,1.29,354.7740917,42.4659866,275.358,6.191976000937286,0.7411712862777923,202.2812831978281,-18.501268849762678,185.90861648344563
933,HAT-P-60 b,HAT-P-60,1,1,,6333.0,2.18,,28.2825719,52.0539209,233.22,0.49362400058702843,0.90851230827769,126.2912979970699,67.95131350991439,183.91491359455492
935,HAT-P-61 b,HAT-P-61,1,1,,5587.0,0.94,1.0,75.4801665,50.1311784,338.84,1.3173774253785244,0.874954120984663,54.45715671031426,210.26990360650677,260.0644753139856
936,HAT-P-62 b,HAT-P-62,1,1,,5629.0,1.17,1.02,74.5043816,48.3008551,348.815,1.300346766082281,0.8430089530236949,61.99247612875593,223.60404781808197,260.4420605965836
937,HAT-P-63 b,HAT-P-63,1,1,,5400.0,0.97,0.93,279.7967696,-20.0242684,4483.05,4.883374865963978,-0.34948941388305693,716.6950637801058,-4150.6170900248535,-1535.0776071739344
938,HAT-P-64 b,HAT-P-64,1,1,,6457.0,1.74,1.3,68.9743955,2.4312732,651.897,1.2038303010477605,0.0424337223554986,233.6803971389431,607.9460670980269,27.654115462754753
939,HAT-P-65 b,HAT-P-65,1,1,G2,5835.0,1.86,1.21,315.9054895,11.9893675,738.519,5.513590916899375,0.20925393810660126,518.82911501295,-502.6840092092705,153.412677641625
940,HAT-P-66 b,HAT-P-66,1,1,G0,6002.0,1.88,1.25,150.5726262,53.9508237,935.456,2.6279880905646777,0.9416195077279895,-479.47106710296043,270.4699471496386,756.327595315694
941,HAT-P-67 b,HAT-P-67,2,1,,6406.0,2.55,1.64,256.6107279,44.7768849,371.686,4.478702097794274,0.7815040702915319,-61.09703896832955,-256.6716940581146,261.796248816976
942,HAT-P-68 b,HAT-P-68,1,1,K,4508.0,0.67,0.68,118.4831501,23.9382192,202.152,2.0679210773796486,0.41780074210412294,-88.11381131289113,162.3993272801449,82.02344700677118
943,HAT-P-69 b,HAT-P-69,1,1,,7668.6,1.91,,130.5056385,3.7105662,341.263,2.277753084242474,0.06476159730321442,-221.19346378450163,258.93266816763344,22.085291567117647
945,HAT-P-7 b,HAT-P-7,2,1,,6264.0,2.71,1.66,292.24719,47.9695429,341.079,5.1006756952014465,0.837226464281669,86.4582508579351,-211.36169285530144,253.34973829259738
963,HAT-P-70 b,HAT-P-70,1,1,,8730.0,1.97,,74.5523332,9.9979794,330.739,1.3011836793838802,0.17449765907656717,86.75718908902104,313.9495741668545,57.42073791603992
965,HAT-P-8 b,HAT-P-8,3,1,,6200.0,1.58,1.28,343.0414932,35.4471778,211.553,5.987203527297739,0.61866996314984,164.8476964227256,-50.26848715511521,122.69061900673957
970,HAT-P-9 b,HAT-P-9,1,1,,6350.0,1.34,1.28,110.1685157,37.1405946,455.203,1.9228033310000656,0.6482256619184263,-125.11050155815704,340.61785079431417,274.83924997919905
